Fault No.,Fault Name,Level,Car Type,D1,D2,D3,D4,D5,D6,D7,TD,C1
CI2-043,CI2 CPLV-relay P24 low voltage,3,"PM,M",CI2 150,,,,,,,,
CI2-044,CI2 CPLV-sensor 15 low voltage,3,"PM,M",CI2 151,,,,,,,,
CI2-045,CI2 CPLV-monitor P5 low voltage,3,"PM,M",CI2 152,,,,,,,,
CI2-046,CI2 CPLV-PG sensor P12 low voltage,3,"PM,M",CI2 153,,,,,,,,
CI2-047,CI2 CPLV-BECU I/F P15 low voltage,3,"PM,M",CI2 154,,,,,,,,
CI2-048,CI2 PWM Fault from hardware,3,"PM,M",CI2 155,,,,,,,,
CI2-049,CI2 PGD-1A sensor fault,3,"PM,M",CI2 156,,,,,,,,
CI2-050,CI2 PGD-1B sensor fault,3,"PM,M",CI2 157,,,,,,,,
CI2-051,CI2 PGD-2A sensor fault,3,"PM,M",CI2 158,,,,,,,,
CI2-052,CI2 PGD-2B sensor fault,3,"PM,M",CI2 159,,,,,,,,
CI2-053,CI2 Backward speed detects,3,"PM,M",CI2 160,,,,,,,,
CI2-054,CI2 Over temperature of semiconductor unit3,3,"PM,M",CI2 161,,,,,,,,
CI2-055,CI2 Over temperature of semiconductor unit4,3,"PM,M",CI2 162,,,,,,,,
CI2-056,CI2 Wheel Slip/Slide while Powering,3,"PM,M",CI2 127,CI2 164,,,,,,0.5s,
CI2-057,CI2 Wheel Slip/Slide while Braking,3,"PM,M",CI2 127,CI2 165,,,,,,0.5s,
CI2-058,CI2 PB failure,3,"PM,M",CI2 191,,,,,,,,
CI2-059,CI2 PWMF Backup,3,"PM,M",CI2 192,CEN 905,CAB 907,,,,,5s,
CI2-060,CI2 Trace data com.fault,3,"PM,M",CI2 500,,,,,,,,
CI2-064,CI2 Regeneration brake isolate,3,"PM,M",CI2 502,,,,,,,,
CI2-065,CI2 Regeneration brake isolate fault,3,"PM,M",CI2 905,^,CI2 120,,,,,5s,
CI2-066,CI2 Over voltage of Primary curcuit,3,"PM,M",CI2 124,,,,,,,,
CI2-100,CI2 pseudo failure,3,"PM,M",,,,,,,,,
CI1-500,Multiple CI failure,1,"DT-CU1,DT-CU2",CI 900,CAB 147,,,,,,,
SIV1-500,SIV 1/2 faults,2,M,SIV 015,SIV 016,,,,,,,
SIV1-010,SIV1 failure,2,M,SIV 015,,,,,,,,
SIV1-020,SIV1 transmission fault,2,M,SIV 100,CAB 900,,,,,,10s,
SIV1-021,SIV1 ACOSC,3,M,SIV 108,,,,,,,,
SIV1-022,SIV1 ACOCD1,3,M,SIV 109,,,,,,,,
SIV1-023,SIV1 ACOVD,3,M,SIV 110,,,,,,,,
SIV1-024,SIV1 ACLVD,3,M,SIV 111,,,,,,,,
SIV1-025,SIV1 ACLOVD,3,M,SIV 112,,,,,,,,
SIV1-026,SIV1 CPSF,3,M,SIV 113,,,,,,,,
SIV1-027,SIV1 STF,3,M,SIV 114,,,,,,,,
SIV1-028,SIV1 CONVOCD,3,M,SIV 115,,,,,,,,
SIV1-029,SIV1 INVFO,3,M,SIV 116,,,,,,,,
SIV1-030,SIV1 IVK1D,3,M,SIV 117,,,,,,,,
SIV1-031,SIV1 IVK2D,3,M,SIV 118,,,,,,,,
SIV1-032,SIV1 CONVFO,3,M,SIV 119,,,,,,,,
SIV1-033,SIV1 ACOCD2,3,M,SIV 120,,,,,,,,
SIV1-034,SIV1 IAOC,3,M,SIV 121,,,,,,,,
SIV1-035,SIV1 GFD,3,M,SIV 122,,,,,,,,
SIV1-036,SIV1 INVOVD,3,M,SIV 131,,,,,,,,
SIV1-040,SIV1 Trace data com.fault,3,M,SIV 500,,,,,,,,
SIV1-041,SIV1 pseudo failure,3,M,,,,,,,,,
SIV2-010,SIV2 failure,2,M,SIV 016,,,,,,,,
SIV2-020,SIV2 transmission fault,2,M,SIV 200,CAB 900,,,,,,10s,
SIV2-021,SIV2 ACOSC,3,M,SIV 208,,,,,,,,
SIV2-022,SIV2 ACOCD1,3,M,SIV 209,,,,,,,,
SIV2-023,SIV2 ACOVD,3,M,SIV 210,,,,,,,,
SIV2-024,SIV2 ACLVD,3,M,SIV 211,,,,,,,,
SIV2-025,SIV2 ACLOVD,3,M,SIV 212,,,,,,,,
SIV2-026,SIV2 CPSF,3,M,SIV 213,,,,,,,,
SIV2-027,SIV2 STF,3,M,SIV 214,,,,,,,,
SIV2-028,SIV2 CONVOCD,3,M,SIV 215,,,,,,,,
SIV2-029,SIV2 INVFO,3,M,SIV 216,,,,,,,,
SIV2-030,SIV2 IVK1D,3,M,SIV 217,,,,,,,,
SIV2-031,SIV2 IVK2D,3,M,SIV 218,,,,,,,,
SIV2-032,SIV2 CONVFO,3,M,SIV 219,,,,,,,,
SIV2-033,SIV2 ACOCD2,3,M,SIV 220,,,,,,,,
SIV2-034,SIV2 IAOC,3,M,SIV 221,,,,,,,,
SIV2-035,SIV2 GFD,3,M,SIV 222,,,,,,,,
SIV2-036,SIV2 INVOVD,3,M,SIV 231,,,,,,,,
SIV2-040,SIV2 Trace data com.fault,3,M,SIV 501,,,,,,,,
SIV2-041,SIV2 pseudo failure,3,M,,,,,,,,,
SIV1-042,SIV1 THD,3,M,SIV 132,,,,,,,,
SIV2-042,SIV2 THD,3,M,SIV 232,,,,,,,,
DCU U-010,UP Side emergency access activated,1,"DT-CU2,PM,M,T",~DRU 002,,,,,,,,
DCU U-020,EDCU U1 transmission fault,2,"DT-CU2,PM,M,T",DRU 100,CAB 900,,,,,,10s,
DCU U-021,EDCU U1 DLS failure,3,"DT-CU2,PM,M,T",DRU 111,,,,,,,,
DCU U-022,EDCU U1 DCS1 failure,3,"DT-CU2,PM,M,T",DRU 112,,,,,,,,
DCU U-023,EDCU U1 DCS2 failure,3,"DT-CU2,PM,M,T",DRU 113,,,,,,,,
DCU U-024,EDCU U1 EDCU fault,3,"DT-CU2,PM,M,T",DRU 114,,,,,,,,
DCU U-025,EDCU U1 Motor circuit failure,3,"DT-CU2,PM,M,T",DRU 115,,,,,,,,
DCU U-026,EDCU U1 Obstruction detection,2,"DT-CU2,PM,M,T",DRU 107,,,,,,,,
DCU U-027,EDCU U1 Equipment fault,1,"DT-CU2,PM,M,T",DCU U-021,U,DCU U-022,U,DCU U-023 U DCU U-024,U,DCU U-025,,
DCU U-028,EDCU U1 inconsistent between command and status(running),1,"DT-CU2,PM,M,T",DRU 901,CAB 902,~DRU 110,~DRU 132,~DRU 107,~DRU 900,,6s,
DCU U-029,EDCU U1 inconsistent between command and status(Standstill),3,"DT-CU2,PM,M,T",DRU 901,~CAB 902,~DRU 110,~DRU 132,~DRU 107,~DRU 900,,15s,
DCU U-030,EDCU U1 EEDR Activated,2,"DT-CU2,PM,M,T",DRU 102,,,,,,,,
DCU U-031,EDCU U1 IEDR Activated,2,"DT-CU2,PM,M,T",DRU 101,,,,,,,,
DCU U-032,EDCU U1 Isolate,3,"DT-CU2,PM,M,T",DRU 500,,,,,,,,
DCU U-033,EDCU U1 Isolate Fault,3,"DT-CU2,PM,M,T",DRU 500,~DRU 132,,,,,,2s,
DCU U-034,EDCU U1 Sensor drift above tolerance,3,"DT-CU2,PM,M,T",DRU 133,,,,,,,,
DCU U-039,EDCU U1 pseudo failure,3,"DT-CU2,PM,M,T",,,,,,,,,
DCU U-040,EDCU U2 transmission fault,2,"DT-CU2,PM,M,T",DRU 150,CAB 900,,,,,,10s,
DCU U-041,EDCU U2 DLS failure,3,"DT-CU2,PM,M,T",DRU 161,,,,,,,,
DCU U-042,EDCU U2 DCS1 failure,3,"DT-CU2,PM,M,T",DRU 162,,,,,,,,
DCU U-043,EDCU U2 DCS2 failure,3,"DT-CU2,PM,M,T",DRU 163,,,,,,,,
DCU U-044,EDCU U2 EDCU fault,3,"DT-CU2,PM,M,T",DRU 164,,,,,,,,
DCU U-045,EDCU U2 Motor circuit failure,3,"DT-CU2,PM,M,T",DRU 165,,,,,,,,
DCU U-046,EDCU U2 Obstruction detection,2,"DT-CU2,PM,M,T",DRU 157,,,,,,,,
DCU U-047,EDCU U2 Equipment fault,1,"DT-CU2,PM,M,T",DCU U-041,U,DCU U-042,U,DCU U-043 U DCU U-044,U,DCU U-045,,
DCU U-048,EDCU U2 inconsistent between command and status(running),1,"DT-CU2,PM,M,T",DRU 921,CAB 902,~DRU 160,~DRU 182,~DRU 157,~DRU 900,,6s,
DCU U-049,EDCU U2 inconsistent between command and status(Standstill),3,"DT-CU2,PM,M,T",DRU 921,~CAB 902,~DRU 160,~DRU 182,~DRU 157,~DRU 900,,15s,
DCU U-050,EDCU U2 EEDR Activated,2,"DT-CU2,PM,M,T",DRU 152,,,,,,,,
DCU U-051,EDCU U2 IEDR Activated,2,"DT-CU2,PM,M,T",DRU 151,,,,,,,,
DCU U-052,EDCU U2 Isolate,3,"DT-CU2,PM,M,T",DRU 520,,,,,,,,
DCU U-053,EDCU U2 Isolate Fault,3,"DT-CU2,PM,M,T",DRU 520,~DRU 182,,,,,,2s,
DCU U-054,EDCU U2 Sensor drift above tolerance,3,"DT-CU2,PM,M,T",DRU 183,,,,,,,,
DCU U-059,EDCU U2 pseudo failure,3,"DT-CU2,PM,M,T",,,,,,,,,
DCU U-060,EDCU U3 transmission fault,2,"DT-CU2,PM,M,T",DRU 200,CAB 900,,,,,,10s,
DCU U-061,EDCU U3 DLS failure,3,"DT-CU2,PM,M,T",DRU 211,,,,,,,,
DCU U-062,EDCU U3 DCS1 failure,3,"DT-CU2,PM,M,T",DRU 212,,,,,,,,
DCU U-063,EDCU U3 DCS2 failure,3,"DT-CU2,PM,M,T",DRU 213,,,,,,,,
DCU U-064,EDCU U3 EDCU fault,3,"DT-CU2,PM,M,T",DRU 214,,,,,,,,
DCU U-065,EDCU U3 Motor circuit failure,3,"DT-CU2,PM,M,T",DRU 215,,,,,,,,
DCU U-066,EDCU U3 Obstruction detection,2,"DT-CU2,PM,M,T",DRU 207,,,,,,,,
DCU U-067,EDCU U3 Equipment fault,1,"DT-CU2,PM,M,T",DCU U-061,U,DCU U-062,U,DCU U-063 U DCU U-064,U,DCU U-065,,
DCU U-068,EDCU U3 inconsistent between command and status(running),1,"DT-CU2,PM,M,T",DRU 941,CAB 902,~DRU 210,~DRU 232,~DRU 207,~DRU 900,,6s,
DCU U-069,EDCU U3 inconsistent between command and status(Standstill),3,"DT-CU2,PM,M,T",DRU 941,~CAB 902,~DRU 210,~DRU 232,~DRU 207,~DRU 900,,15s,
DCU U-070,EDCU U3 EEDR Activated,2,"DT-CU2,PM,M,T",DRU 202,,,,,,,,
DCU U-071,EDCU U3 IEDR Activated,2,"DT-CU2,PM,M,T",DRU 201,,,,,,,,
DCU U-072,EDCU U3 Isolate,3,"DT-CU2,PM,M,T",DRU 540,,,,,,,,
DCU U-073,EDCU U3 Isolate Fault,3,"DT-CU2,PM,M,T",DRU 540,~DRU 232,,,,,,2s,
DCU U-074,EDCU U3 Sensor drift above tolerance,3,"DT-CU2,PM,M,T",DRU 233,,,,,,,,
DCU U-079,EDCU U3 pseudo failure,3,"DT-CU2,PM,M,T",,,,,,,,,
DCU U-080,EDCU U4 transmission fault,2,"DT-CU2,PM,M,T",DRU 250,CAB 900,,,,,,10s,
DCU U-081,EDCU U4 DLS failure,3,"DT-CU2,PM,M,T",DRU 261,,,,,,,,
DCU U-082,EDCU U4 DCS1 failure,3,"DT-CU2,PM,M,T",DRU 262,,,,,,,,
DCU U-083,EDCU U4 DCS2 failure,3,"DT-CU2,PM,M,T",DRU 263,,,,,,,,
DCU U-084,EDCU U4 EDCU fault,3,"DT-CU2,PM,M,T",DRU 264,,,,,,,,
DCU U-085,EDCU U4 Motor circuit failure,3,"DT-CU2,PM,M,T",DRU 265,,,,,,,,
DCU U-086,EDCU U4 Obstruction detection,2,"DT-CU2,PM,M,T",DRU 257,,,,,,,,
DCU U-087,EDCU U4 Equipment fault,1,"DT-CU2,PM,M,T",DCU U-081,U,DCU U-082,U,DCU U-083 U DCU U-084,U,DCU U-085,,
DCU U-088,EDCU U4 inconsistent between command and status(running),1,"DT-CU2,PM,M,T",DRU 961,CAB 902,~DRU 260,~DRU 282,~DRU 257,~DRU 900,,6s,
DCU U-089,EDCU U4 inconsistent between command and status(Standstill),3,"DT-CU2,PM,M,T",DRU 961,~CAB 902,~DRU 260,~DRU 282,~DRU 257,~DRU 900,,15s,
DCU U-090,EDCU U4 EEDR Activated,2,"DT-CU2,PM,M,T",DRU 252,,,,,,,,
DCU U-091,EDCU U4 IEDR Activated,2,"DT-CU2,PM,M,T",DRU 251,,,,,,,,
DCU U-092,EDCU U4 Isolate,3,"DT-CU2,PM,M,T",DRU 560,,,,,,,,
DCU U-093,EDCU U4 Isolate Fault,3,"DT-CU2,PM,M,T",DRU 560,~DRU 282,,,,,,2s,
DCU U-094,EDCU U4 Sensor drift above tolerance,3,"DT-CU2,PM,M,T",DRU 283,,,,,,,,
DCU U-099,EDCU U4 pseudo failure,3,"DT-CU2,PM,M,T",,,,,,,,,
DCU U-100,EDCU U5 transmission fault,2,"DT-CU2,PM,M,T",DRU 300,CAB 900,,,,,,10s,
DCU U-101,EDCU U5 DLS failure,3,"DT-CU2,PM,M,T",DRU 311,,,,,,,,
DCU U-102,EDCU U5 DCS1 failure,3,"DT-CU2,PM,M,T",DRU 312,,,,,,,,
DCU U-103,EDCU U5 DCS2 failure,3,"DT-CU2,PM,M,T",DRU 313,,,,,,,,
DCU U-104,EDCU U5 EDCU fault,3,"DT-CU2,PM,M,T",DRU 314,,,,,,,,
DCU U-105,EDCU U5 Motor circuit failure,3,"DT-CU2,PM,M,T",DRU 315,,,,,,,,
DCU U-106,EDCU U5 Obstruction detection,2,"DT-CU2,PM,M,T",DRU 307,,,,,,,,
DCU U-107,EDCU U5 Equipment fault,1,"DT-CU2,PM,M,T",DCU U-101,U,DCU U-102,U,DCU U-103 U DCU U-104,U,DCU U-105,,
DCU U-108,EDCU U5 inconsistent between command and status(running),1,"DT-CU2,PM,M,T",DRU 981,CAB 902,~DRU 280,~DRU 332,~DRU 307,~DRU 900,,6s,
DCU U-109,EDCU U5 inconsistent between command and status(Standstill),3,"DT-CU2,PM,M,T",DRU 981,~CAB 902,~DRU 280,~DRU 332,~DRU 307,~DRU 900,,15s,
DCU U-110,EDCU U5 EEDR Activated,2,"DT-CU2,PM,M,T",DRU 302,,,,,,,,
DCU U-111,EDCU U5 IEDR Activated,2,"DT-CU2,PM,M,T",DRU 301,,,,,,,,
DCU U-112,EDCU U5 Isolate,3,"DT-CU2,PM,M,T",DRU 580,,,,,,,,
DCU U-113,EDCU U5 Isolate Fault,3,"DT-CU2,PM,M,T",DRU 580,~DRU 332,,,,,,2s,
DCU U-114,EDCU U5 Sensor drift above tolerance,3,"DT-CU2,PM,M,T",DRU 333,,,,,,,,
DCU U-119,EDCU U5 pseudo failure,3,"DT-CU2,PM,M,T",,,,,,,,,
DCU D-010,DOWN Side emergency access activated,1,"DT-CU2,PM,M,T",~DRD 002,,,,,,,,
DCU D-020,EDCU D1 transmission fault,2,"DT-CU2,PM,T",DRD 100,CAB 900,,,,,,10s,
DCU D-021,EDCU D1 DLS failure,3,"DT-CU2,PM,T",DRD 111,,,,,,,,
DCU D-022,EDCU D1 DCS1 failure,3,"DT-CU2,PM,T",DRD 112,,,,,,,,
DCU D-023,EDCU D1 DCS2 failure,3,"DT-CU2,PM,T",DRD 113,,,,,,,,
DCU D-024,EDCU D1 EDCU fault,3,"DT-CU2,PM,T",DRD 114,,,,,,,,
DCU D-025,EDCU D1 Motor circuit failure,3,"DT-CU2,PM,T",DRD 115,,,,,,,,
DCU D-026,EDCU D1 Obstruction detection,2,"DT-CU2,PM,T",DRD 107,,,,,,,,
DCU D-027,EDCU D1 Equipment fault,1,"DT-CU2,PM,T",DCU D-021,U,DCU D-022,U,DCU D-023 U DCU D-024,U,DCU D-025,,
DCU D-028,EDCU D1 inconsistent between command and status(running),1,"DT-CU2,PM,T",DRD 901,CAB 902,~DRD 110,~DRD 132,~DRD 107,~DRD 900,,6s,
DCU D-029,EDCU D1 inconsistent between command and status(Standstill),3,"DT-CU2,PM,T",DRD 901,~CAB 902,~DRD 110,~DRD 132,~DRD 107,~DRD 900,,15s,
DCU D-030,EDCU D1 EEDR Activated,2,"DT-CU2,PM,T",DRD 102,,,,,,,,
DCU D-031,EDCU D1 IEDR Activated,2,"DT-CU2,PM,T",DRD 101,,,,,,,,
DCU D-032,EDCU D1 Isolate,3,"DT-CU2,PM,T",DRD 500,,,,,,,,
DCU D-033,EDCU D1 Isolate Fault,3,"DT-CU2,PM,T",DRD 500,~DRD 132,,,,,,2s,
DCU D-034,EDCU D1 Sensor drift above tolerance,3,"DT-CU2,PM,T",DRD 133,,,,,,,,
DCU D-039,EDCU D1 pseudo failure,3,"DT-CU2,PM,T",,,,,,,,,
DCU D-040,EDCU D2 transmission fault,2,"DT-CU2,PM,M,T",DRD 150,CAB 900,,,,,,10s,
DCU D-041,EDCU D2 DLS failure,3,"DT-CU2,PM,M,T",DRD 161,,,,,,,,
DCU D-042,EDCU D2 DCS1 failure,3,"DT-CU2,PM,M,T",DRD 162,,,,,,,,
DCU D-043,EDCU D2 DCS2 failure,3,"DT-CU2,PM,M,T",DRD 163,,,,,,,,
DCU D-044,EDCU D2 EDCU fault,3,"DT-CU2,PM,M,T",DRD 164,,,,,,,,
DCU D-045,EDCU D2 Motor circuit failure,3,"DT-CU2,PM,M,T",DRD 165,,,,,,,,
DCU D-046,EDCU D2 Obstruction detection,2,"DT-CU2,PM,M,T",DRD 157,,,,,,,,
DCU D-047,EDCU D2 Equipment fault,1,"DT-CU2,PM,M,T",DCU D-041,U,DCU D-042,U,DCU D-043 U DCU D-044,U,DCU D-045,,
DCU D-048,EDCU D2 inconsistent between command and status(running),1,"DT-CU2,PM,M,T",DRD 921,CAB 902,~DRD 160,~DRD 182,~DRD 157,~DRD 900,,6s,
DCU D-049,EDCU D2 inconsistent between command and status(Standstill),3,"DT-CU2,PM,M,T",DRD 921,~CAB 902,~DRD 160,~DRD 182,~DRD 157,~DRD 900,,15s,
DCU D-050,EDCU D2 EEDR Activated,2,"DT-CU2,PM,M,T",DRD 152,,,,,,,,
DCU D-051,EDCU D2 IEDR Activated,2,"DT-CU2,PM,M,T",DRD 151,,,,,,,,
DCU D-052,EDCU D2 Isolate,3,"DT-CU2,PM,M,T",DRD 520,,,,,,,,
DCU D-053,EDCU D2 Isolate Fault,3,"DT-CU2,PM,M,T",DRD 520,~DRD 182,,,,,,2s,
DCU D-054,EDCU D2 Sensor drift above tolerance,3,"DT-CU2,PM,M,T",DRD 183,,,,,,,,
DCU D-059,EDCU D2 pseudo failure,3,"DT-CU2,PM,M,T",,,,,,,,,
DCU D-060,EDCU D3 transmission fault,2,"DT-CU2,PM,M,T",DRD 200,CAB 900,,,,,,10s,
DCU D-061,EDCU D3 DLS failure,3,"DT-CU2,PM,M,T",DRD 211,,,,,,,,
DCU D-062,EDCU D3 DCS1 failure,3,"DT-CU2,PM,M,T",DRD 212,,,,,,,,
DCU D-063,EDCU D3 DCS2 failure,3,"DT-CU2,PM,M,T",DRD 213,,,,,,,,
DCU D-064,EDCU D3 EDCU fault,3,"DT-CU2,PM,M,T",DRD 214,,,,,,,,
DCU D-065,EDCU D3 Motor circuit failure,3,"DT-CU2,PM,M,T",DRD 215,,,,,,,,
DCU D-066,EDCU D3 Obstruction detection,2,"DT-CU2,PM,M,T",DRD 207,,,,,,,,
DCU D-067,EDCU D3 Equipment fault,1,"DT-CU2,PM,M,T",DCU D-061,U,DCU D-062,U,DCU D-063 U DCU D-064,U,DCU D-065,,
DCU D-068,EDCU D3 inconsistent between command and status(running),1,"DT-CU2,PM,M,T",DRD 941,CAB 902,~DRD 210,~DRD 232,~DRD 207,~DRD 900,,6s,
DCU D-069,EDCU D3 inconsistent between command and status(Standstill),3,"DT-CU2,PM,M,T",DRD 941,~CAB 902,~DRD 210,~DRD 232,~DRD 207,~DRD 900,,15s,
DCU D-070,EDCU D3 EEDR Activated,2,"DT-CU2,PM,M,T",DRD 202,,,,,,,,
DCU D-071,EDCU D3 IEDR Activated,2,"DT-CU2,PM,M,T",DRD 201,,,,,,,,
DCU D-072,EDCU D3 Isolate,3,"DT-CU2,PM,M,T",DRD 540,,,,,,,,
DCU D-073,EDCU D3 Isolate Fault,3,"DT-CU2,PM,M,T",DRD 540,~DRD 232,,,,,,2s,
DCU D-074,EDCU D3 Sensor drift above tolerance,3,"DT-CU2,PM,M,T",DRD 233,,,,,,,,
DCU D-079,EDCU D3 pseudo failure,3,"DT-CU2,PM,M,T",,,,,,,,,
DCU D-080,EDCU D4 transmission fault,2,"DT-CU2,PM,M,T",DRD 250,CAB 900,,,,,,10s,
DCU D-081,EDCU D4 DLS failure,3,"DT-CU2,PM,M,T",DRD 261,,,,,,,,
DCU D-082,EDCU D4 DCS1 failure,3,"DT-CU2,PM,M,T",DRD 262,,,,,,,,
DCU D-083,EDCU D4 DCS2 failure,3,"DT-CU2,PM,M,T",DRD 263,,,,,,,,
DCU D-084,EDCU D4 EDCU fault,3,"DT-CU2,PM,M,T",DRD 264,,,,,,,,
DCU D-085,EDCU D4 Motor circuit failure,3,"DT-CU2,PM,M,T",DRD 265,,,,,,,,
DCU D-086,EDCU D4 Obstruction detection,2,"DT-CU2,PM,M,T",DRD 257,,,,,,,,
DCU D-087,EDCU D4 Equipment fault,1,"DT-CU2,PM,M,T",DCU D-081,U,DCU D-082,U,DCU D-083 U DCU D-084,U,DCU D-085,,
DCU D-088,EDCU D4 inconsistent between command and status(running),1,"DT-CU2,PM,M,T",DRD 961,CAB 902,~DRD 260,~DRD 282,~DRD 257,~DRD 900,,6s,
DCU D-089,EDCU D4 inconsistent between command and status(Standstill),3,"DT-CU2,PM,M,T",DRD 961,~CAB 902,~DRD 260,~DRD 282,~DRD 257,~DRD 900,,15s,
DCU D-090,EDCU D4 EEDR Activated,2,"DT-CU2,PM,M,T",DRD 252,,,,,,,,
DCU D-091,EDCU D4 IEDR Activated,2,"DT-CU2,PM,M,T",DRD 251,,,,,,,,
DCU D-092,EDCU D4 Isolate,3,"DT-CU2,PM,M,T",DRD 560,,,,,,,,
DCU D-093,EDCU D4 Isolate Fault,3,"DT-CU2,PM,M,T",DRD 560,~DRD 282,,,,,,2s,
DCU D-094,EDCU D4 Sensor drift above tolerance,3,"DT-CU2,PM,M,T",DRD 283,,,,,,,,
DCU D-099,EDCU D4 pseudo failure,3,"DT-CU2,PM,M,T",,,,,,,,,
DCU D-100,EDCU D5 transmission fault,2,"DT-CU2,PM,M,T",DRD 300,CAB 900,,,,,,10s,
DCU D-101,EDCU D5 DLS failure,3,"DT-CU2,PM,M,T",DRD 311,,,,,,,,
DCU D-102,EDCU D5 DCS1 failure,3,"DT-CU2,PM,M,T",DRD 312,,,,,,,,
DCU D-103,EDCU D5 DCS2 failure,3,"DT-CU2,PM,M,T",DRD 313,,,,,,,,
DCU D-104,EDCU D5 EDCU fault,3,"DT-CU2,PM,M,T",DRD 314,,,,,,,,
DCU D-105,EDCU D5 Motor circuit failure,3,"DT-CU2,PM,M,T",DRD 315,,,,,,,,
DCU D-106,EDCU D5 Obstruction detection,2,"DT-CU2,PM,M,T",DRD 307,,,,,,,,
DCU D-107,EDCU D5 Equipment fault,1,"DT-CU2,PM,M,T",DCU D-101,U,DCU D-102,U,DCU D-103 U DCU D-104,U,DCU D-105,,
DCU D-108,EDCU D5 inconsistent between command and status(running),1,"DT-CU2,PM,M,T",DRD 981,CAB 902,~DRD 310,~DRD 332,~DRD 307,~DRD 900,,6s,
DCU D-109,EDCU D5 inconsistent between command and status(Standstill),3,"DT-CU2,PM,M,T",DRD 981,~CAB 902,~DRD 310,~DRD 332,~DRD 307,~DRD 900,,15s,
DCU D-110,EDCU D5 EEDR Activated,2,"DT-CU2,PM,M,T",DRD 302,,,,,,,,
DCU D-111,EDCU D5 IEDR Activated,2,"DT-CU2,PM,M,T",DRD 301,,,,,,,,
DCU D-112,EDCU D5 Isolate,3,"DT-CU2,PM,M,T",DRD 580,,,,,,,,
DCU D-113,EDCU D5 Isolate Fault,3,"DT-CU2,PM,M,T",DRD 580,~DRD 332,,,,,,2s,
DCU D-114,EDCU D5 Sensor drift above tolerance,3,"DT-CU2,PM,M,T",DRD 333,,,,,,,,
DCU D-119,EDCU D5 pseudo failure,3,"DT-CU2,PM,M,T",,,,,,,,,
A/C1-010,ACCB1 transmission fault,2,"DT-CU2,PM,M,T",AC1 100,CAB 102,CAB 900,,,,,,
A/C1-011,No.1 A/C CB11 trip,3,"DT-CU2,PM,M,T",AC1 147,CAB 102,AC1 901,,,,,,
A/C1-012,No.1 A/C CB12 trip,3,"DT-CU2,PM,M,T",AC1 148,CAB 102,AC1 901,,,,,,
A/C1-013,No.1 A/C EFB11 trip,3,"DT-CU2,PM,M,T",AC1 149,CAB 102,AC1 901,,,,,,
A/C1-014,No.1 A/C EFB12 trip,3,"DT-CU2,PM,M,T",AC1 150,CAB 102,AC1 901,,,,,,
A/C1-015,No.1 A/C LFB1 trip,3,"DT-CU2,PM,M,T",AC1 151,CAB 102,AC1 901,,,,,,
A/C1-016,"No.1 A/C FA/RA,EM damper",3,"DT-CU2,PM,M,T",AC1 153,CAB 102,AC1 901,,,,,,
A/C1-017,No.1 A/C EF1 fault stop,3,"DT-CU2,PM,M,T",AC1 154,CAB 102,AC1 901,,,,,,
A/C1-018,No.1 A/C EF1 EFOCR trip,3,"DT-CU2,PM,M,T",AC1 155,CAB 102,AC1 901,,,,,,
A/C1-019,No.1 A/C EF1 INV fault,3,"DT-CU2,PM,M,T",AC1 156,CAB 102,AC1 901,,,,,,
A/C1-020,No.1 A/C EF1 broken down,3,"DT-CU2,PM,M,T",AC1 157,CAB 102,AC1 901,,,,,,
A/C1-021,No.1 A/C EF2 fault stop,3,"DT-CU2,PM,M,T",AC1 158,CAB 102,AC1 901,,,,,,
A/C1-022,No.1 A/C EF2 EFOCR trip,3,"DT-CU2,PM,M,T",AC1 159,CAB 102,AC1 901,,,,,,
A/C1-023,No.1 A/C EF2 INV fault,3,"DT-CU2,PM,M,T",AC1 160,CAB 102,AC1 901,,,,,,
A/C1-024,No.1 A/C EF2 broken down,3,"DT-CU2,PM,M,T",AC1 161,CAB 102,AC1 901,,,,,,
A/C1-025,No.1 A/C CF1 fault stop,3,"DT-CU2,PM,M,T",AC1 162,CAB 102,AC1 901,,,,,,
A/C1-026,No.1 A/C CF1 CFC11 no ans.,3,"DT-CU2,PM,M,T",AC1 164,CAB 102,AC1 901,,,,,,
A/C1-027,No.1 A/C CF1 broken down,3,"DT-CU2,PM,M,T",AC1 165,CAB 102,AC1 901,,,,,,
A/C1-028,No.1 A/C CF2 fault stop,3,"DT-CU2,PM,M,T",AC1 166,CAB 102,AC1 901,,,,,,
A/C1-029,No.1 A/C CF2 CFC12 no ans.,3,"DT-CU2,PM,M,T",AC1 168,CAB 102,AC1 901,,,,,,
A/C1-030,No.1 A/C CF2 broken down,3,"DT-CU2,PM,M,T",AC1 169,CAB 102,AC1 901,,,,,,
A/C1-031,No.1 A/C CP1 fault stop,3,"DT-CU2,PM,M,T",AC1 170,CAB 102,AC1 901,,,,,,
A/C1-032,No.1 A/C CP1 HLPS or CTH,3,"DT-CU2,PM,M,T",AC1 171,CAB 102,AC1 901,,,,,,
A/C1-033,No.1 A/C CP1 CC11 no ans.,3,"DT-CU2,PM,M,T",AC1 172,CAB 102,AC1 901,,,,,,
A/C1-034,No.1 A/C CP1 broken down,3,"DT-CU2,PM,M,T",AC1 173,CAB 102,AC1 901,,,,,,
A/C1-035,No.1 A/C CP2 fault stop,3,"DT-CU2,PM,M,T",AC1 174,CAB 102,AC1 901,,,,,,
